transaction_id,customer_id,customer_name,gender,age,location,transaction_date,purchase_amount,down_payment,installment_amount,installments,payment_status,product_category,merchant_name,customer_income,credit_score,late_payments,account_created,fraud_flag
1656c24e-d29e-4948-bd28-72c0247c4c20,3cc34536-3b42-4d91-9410-186fef6483cb,James Young,Female,44,Birmingham,2024-08-08,1798.13,442.11,278.84,11,Paid,Home,Tesco,5688.04,498,2,2022-09-10,0
1750d72f-6bb9-4ea9-b745-1770d14e0d50,b56a4413-63f7-4c9e-9c83-147febf32b49,Diane Pugh,Other,53,Sheffield,2024-12-30,854.03,215.09,295.74,4,Paid,Groceries,eBay,4435.83,715,2,2022-08-21,0
3ce8e547-1139-4cf7-a6b0-10ded4cbb5a1,26c6fe2f-08ff-454f-8077-e4d8fe07de8e,David Gonzalez,Other,34,Birmingham,2024-05-28,1403.64,407.62,256.79,4,Paid,Beauty,eBay,1594.46,347,3,2022-08-24,0
a1d2cdd3-3c13-4792-a056-18c44fc35591,c35ca786-9184-4c6f-b3d5-4c369236f0a1,Jeanette Williams,Male,18,Manchester,2024-07-03,150.14,478.53,116.1,9,Paid,Electronics,Zara,8233.67,701,0,2022-09-02,0
84f7afac-fae4-41e1-9b2c-692dde4eae71,0b1b92d7-1b21-4243-900d-033563b33e20,Michael Sanford,Male,60,Glasgow,2024-12-03,835.22,370.82,31.32,7,Paid,Fashion,eBay,7720.57,608,1,2024-04-02,0
3664b8c2-d749-44aa-b775-735df4ab77bd,e76f4f78-84b8-4a61-a536-7597cad1454a,Ruth Cobb,Male,62,Glasgow,2024-06-19,635.36,145.69,222.52,4,Ongoing,Home,Asda,2156.95,342,1,2023-04-04,0
411f2d4e-ae87-43a0-a284-73c2bf5e8f07,c6eee403-9723-44c9-8db8-f11853c9a3d1,Erin Smith,Male,20,Glasgow,2024-10-04,1051.27,108.0,96.36,7,Paid,Home,Argos,6516.7,458,2,2022-06-30,0
d2aaa11f-edab-4822-bf45-be13c5a8216b,04f65d58-4b4f-4661-969e-5698da4ec166,April Guerrero,Male,40,Birmingham,2025-02-22,395.29,334.34,28.56,3,Paid,Beauty,Nike,2878.69,306,1,2023-05-09,0
dd3fe0a4-7035-4cbc-9237-2e9479131bd6,785b714b-7a82-4629-8658-cc715612a06b,Lauren Robinson,Female,33,London,2024-12-25,1038.75,335.0,24.64,6,Paid,Fashion,Argos,8958.01,545,5,2023-12-28,0
9b745efb-0347-4191-93d4-5d6c75031693,735eb343-30a0-4a96-9e56-8fa759e1c738,Christian Flores,Other,35,Liverpool,2024-11-23,1493.42,52.54,76.25,6,Ongoing,Electronics,Tesco,5344.43,345,2,2024-01-26,1
182985e6-b449-45ad-bb52-880a7e0f9fe4,7bafa2c8-0720-435f-86cd-c28b1bf14639,Ryan Harmon,Other,59,Manchester,2024-05-06,754.67,320.43,239.09,5,Missed,Sports,Amazon,6132.53,713,1,2023-08-16,0
9d13612d-07e3-4543-8b78-ffa1c427e7e4,d3688d7f-b523-447e-8de0-c66a2e3091be,Marilyn Stone MD,Male,38,Birmingham,2024-09-21,1775.45,496.09,100.72,7,Paid,Home,Argos,1311.36,604,0,2023-10-10,0
c01dfa5c-a349-4e3b-b754-6cad6281e914,ebbc8b82-6211-4867-81d2-71a71a41171d,Catherine Jones,Male,43,Liverpool,2024-09-30,817.07,98.51,158.64,2,Ongoing,Electronics,Amazon,9647.23,402,0,2024-04-21,0
92ec514e-bdcc-4f80-a43d-ed7b9bc4c2ce,4c567951-1446-46be-8f7a-00ff5e47ecc6,Aaron Davis,Other,44,Manchester,2024-08-08,351.89,386.6,215.74,2,Missed,Sports,Zara,1973.31,764,0,2024-02-04,0
b52a52e6-4b04-4181-bc8d-0292ffe4eee9,62912af5-b467-47d6-97d8-ab8f11baa51e,Trevor Johnson,Male,43,Liverpool,2024-10-07,822.93,257.59,13.27,5,Missed,Home,Currys,2471.01,340,0,2023-11-12,0
26fd9420-b332-45f7-8e44-b4309276f962,26fde8da-6688-4099-a286-838284964926,Elizabeth Johnson MD,Female,49,Leeds,2024-06-25,240.22,332.18,150.62,2,Missed,Groceries,Amazon,3970.43,658,1,2022-05-23,0
1fd2b13c-fe06-4200-bb6f-a2fc7230a343,b08482f0-a3d9-4ae4-86af-51fe8aed64b4,James Gamble,Male,18,Sheffield,2025-04-15,1862.12,215.94,297.34,9,Missed,Sports,Tesco,7380.68,744,0,2023-09-19,0
144fb7f3-0986-465c-9012-816357142393,c0b645eb-d5c9-478d-970a-c01883fa6684,Daniel Johnson,Other,47,Birmingham,2024-06-13,995.63,16.17,291.87,4,Ongoing,Sports,Tesco,1541.47,835,1,2023-12-23,0
59830b95-26c7-4a6c-ac27-412f958bc06d,30e4ac9f-e29e-4b1e-8bc0-64d23d6f9123,George Jackson,Other,18,Glasgow,2025-02-01,1899.9,304.19,58.95,2,Missed,Home,Argos,4137.94,747,2,2024-02-19,0
c9e08ec7-cb78-433a-84e4-b0d14bc822f2,d6498aa4-e47b-4257-8e1a-3212149ee5e8,Teresa Calhoun,Other,49,Glasgow,2024-06-03,237.8,347.53,259.31,7,Ongoing,Sports,eBay,6374.88,339,0,2022-05-07,0
c9e1a395-632f-43ab-a3f0-f644536cf3f7,c4f8c240-9883-4223-8896-70b6e86fa830,Tyler Hill,Male,34,Sheffield,2025-04-13,1920.13,348.84,169.14,5,Ongoing,Home,Zara,7928.64,324,1,2022-12-07,0
338b4590-9a67-43d0-bd10-7a895fa4896e,dde075e6-7fa3-473f-a3eb-641e2703ceb6,Jennifer Allen,Female,49,Glasgow,2024-05-17,363.78,273.51,78.06,2,Missed,Fashion,Argos,7069.14,346,2,2023-10-14,0
80edd60d-3d4a-4ed0-b8f4-f15f1e13e198,867da932-aea0-46e7-a017-01f426b526ff,Paul Andersen,Other,64,Leeds,2025-01-27,1982.97,458.4,126.21,7,Missed,Electronics,Tesco,3971.5,473,1,2022-11-26,0
91716356-8521-4407-8984-86e6fce5b68b,1950ff8b-ab57-4c4b-84fd-93058d67e8f3,Mrs. Brenda Martin,Other,35,Glasgow,2024-12-14,1825.65,131.23,228.45,2,Paid,Electronics,Tesco,9231.23,766,3,2023-04-01,0
e07293f8-012e-4c84-81c8-18b69ce9adcd,10d21613-61d1-46f7-bc04-bb08b6280d57,Christine Steele,Male,24,London,2025-03-15,1886.31,353.69,234.86,3,Missed,Home,Argos,2002.61,744,0,2023-02-20,0
59431474-c188-4fd5-8065-4435a24637d1,98dca3e2-96bd-44ae-aaa3-9b09a9c6d371,Joshua Rios,Male,46,Leeds,2024-08-01,1336.18,193.29,129.66,7,Ongoing,Beauty,Zara,5389.78,775,2,2024-04-12,0
d0962bf0-4cf8-4bee-82a2-485949cb9b3c,c38edbc4-ea58-4022-aacc-961c7571ba96,Toni Lucero,Other,41,London,2025-02-13,1157.87,321.75,59.78,9,Ongoing,Groceries,Amazon,1374.99,401,1,2022-11-07,0
356d8232-f0ba-4249-9ef3-2e6a5886885a,c36b9ada-1758-4152-b6f7-9a59ddad4d55,George Taylor,Other,22,Liverpool,2024-07-30,1541.19,104.51,184.89,9,Missed,Electronics,Argos,7290.11,307,1,2022-07-19,0
c4e9e937-cde5-445f-9e8e-c9b0a9c51d50,889b57d5-80f7-4437-ba7d-79f8d1506c39,Nancy Thompson,Other,58,Birmingham,2024-12-06,642.35,492.27,118.59,5,Paid,Electronics,Nike,6788.87,594,1,2023-03-17,0
8ad7d4db-160a-4b05-804a-b58907440e6f,86fd4942-f3c1-442d-a060-ea287acc560a,Eric Bowman,Female,51,Sheffield,2024-10-26,154.38,480.26,167.46,1,Paid,Electronics,Tesco,9096.61,839,2,2023-04-19,0
05647c76-0bbb-4eb8-8d0c-984927ae4264,c0debfdc-0300-4e31-8fe7-e266e44b0bb2,Maurice Howard,Other,30,Liverpool,2025-01-14,451.74,270.88,192.31,6,Paid,Electronics,Nike,2697.76,493,0,2023-03-09,0
fa5454c4-99da-4fc1-aa88-71eb895f3674,f59c7e1c-28e0-499a-b2d2-6a38bc937b0a,William Parrish,Male,26,Birmingham,2024-11-07,69.7,366.15,155.38,5,Paid,Groceries,Amazon,6417.8,754,1,2022-11-30,0
61563ba8-fccd-4249-82f9-8b480808ea51,fb100292-c509-4bff-9235-98864d7e0b40,Corey Pugh,Other,44,Glasgow,2024-04-24,1897.18,302.38,157.6,6,Ongoing,Beauty,Tesco,8004.49,595,2,2023-01-09,0
9d0ea986-5e80-4db3-98e8-1d42fb93261c,4c0e60e9-92a4-451f-a284-0930a102c21c,Ariel Rojas,Other,39,Leeds,2024-12-12,694.77,56.68,207.29,4,Ongoing,Fashion,Tesco,4185.86,343,1,2022-08-29,1
b105facd-3970-4685-9ab8-6b4f7eeeee9b,b5f552cb-a2e6-4c21-9f5b-e028eab79283,Dominique Skinner,Female,22,Liverpool,2025-02-23,68.85,196.9,66.4,2,Missed,Home,Amazon,7879.08,727,3,2023-08-06,0
e81b2083-88e6-41a9-b490-74a04b96b3f4,a2ab6f2c-420a-47c7-a83a-af19f772ce58,Alexander Oliver,Other,31,Manchester,2024-12-28,146.59,105.12,77.95,4,Paid,Groceries,Nike,1010.51,713,0,2022-07-31,0
d4038a43-c1c2-4611-8a0b-8491c45c1e7e,5e628014-b700-4881-b7ea-d8a11c116318,Ivan Castaneda,Female,47,Birmingham,2024-07-17,1373.1,486.96,289.06,10,Missed,Beauty,eBay,2961.65,638,0,2024-04-18,0
fa0e2472-5002-4c12-b37b-f858e29bc2e9,b886888e-1d4f-4180-82e9-2ae91ea35e5e,Matthew Buchanan,Other,21,Birmingham,2024-06-11,134.66,167.37,91.01,8,Ongoing,Fashion,eBay,8622.39,606,2,2022-10-10,0
82d27571-7230-472b-b356-4845554c2047,8fdc65e0-497f-4710-8a06-99323e4ef40c,Peter Byrd,Other,60,Manchester,2025-03-21,207.39,340.87,14.12,8,Ongoing,Beauty,Asda,2428.23,632,1,2022-07-19,0
248cc179-1248-46ff-ac12-98edd84515c6,fb27ae19-1d34-4854-9537-240217d19d35,Alan Young,Male,33,Leeds,2025-01-07,696.43,43.52,197.71,11,Paid,Groceries,Nike,9996.23,814,0,2022-09-09,1
48fcef2e-7e4b-4aab-9549-30307b6cc1b8,21a8e3c9-609e-40a7-a5bc-1caaa9222f5f,Debra Morales,Female,53,Liverpool,2024-05-12,335.39,86.29,273.24,11,Ongoing,Groceries,Amazon,1205.41,658,0,2023-10-24,0
dbafe6d5-f674-4df7-81f9-209316106e57,39846a8a-065d-4ef6-ab5a-a849c72e1666,Julie Myers,Other,53,Leeds,2024-04-24,111.96,455.0,33.84,1,Ongoing,Beauty,Asda,8561.55,453,0,2023-03-17,0
597fe7e8-569a-4464-9327-4249a93693b1,807b4734-f5ca-4507-bef1-9415c4a9635a,Joseph Hooper,Other,24,Manchester,2024-09-20,231.97,178.13,257.79,2,Ongoing,Home,Argos,1761.01,419,0,2024-03-11,0
75582d3a-43e3-402e-80e8-e994afcebd40,02ec997d-e368-435d-b61c-de2bdc018745,Melissa Mcdaniel,Male,21,London,2024-08-07,1743.64,301.2,89.93,8,Ongoing,Home,eBay,9917.87,786,1,2024-02-17,0
95135afe-a175-496c-820b-a9bcacfab0a0,25de939f-c715-4cda-b6aa-8e3d949a85d4,Eric Schmidt,Female,59,Leeds,2024-12-26,1346.93,259.45,12.53,9,Paid,Electronics,eBay,1249.45,624,0,2024-04-03,1
660b5058-7644-42c6-8520-2e39dba08b7b,d5f76f7e-b00b-465f-9c0c-44c585d60e8e,Dominic Lee,Male,42,Sheffield,2024-11-11,1483.57,103.03,227.57,1,Missed,Home,Zara,6999.12,774,2,2024-02-08,0
9edb743c-ece6-44ec-a57d-0e67debe5989,7603e6d9-4231-49f6-9cfb-95944dd56f1e,Monica Burns,Other,25,Glasgow,2024-09-08,1493.82,94.83,186.64,9,Paid,Beauty,Tesco,9260.11,422,3,2022-05-20,0
65adac5c-296a-496a-9db1-a54a0f16121b,db22dee0-e1f2-4f6b-ae9f-b3399d06fe44,Jeremy Stephens,Female,24,Leeds,2025-04-12,173.49,181.21,252.58,4,Ongoing,Fashion,eBay,5494.62,402,1,2023-08-25,0
ae48dcb6-e40a-4373-b27f-259cb7a673a9,810bb2ba-c4cb-4727-81db-8a4ec2e054da,Timothy Cross,Female,48,Leeds,2025-01-06,1173.88,330.69,74.96,10,Paid,Home,Argos,8085.91,633,2,2023-08-26,0
209fb4c8-368b-49ed-b13b-7c7ae103ea0b,a2bab7cb-e373-4981-bd58-866bb344c046,Susan Perez,Female,33,Birmingham,2025-04-22,1375.24,98.11,28.63,5,Missed,Beauty,Currys,6486.9,652,2,2023-05-12,0
8ee81711-59c0-4419-8187-dd5b6ac1b21d,596aed42-fda8-4bae-86ba-c49b34d9f573,Susan Douglas,Other,37,Glasgow,2024-12-19,1904.67,102.06,144.36,4,Ongoing,Beauty,Amazon,9498.77,739,0,2023-12-21,0
8f6a352b-7153-4651-a6b4-2058a17eed58,65f15cde-9534-4ad7-a200-c0a082a191b5,Jared Smith,Female,55,Liverpool,2024-11-27,81.54,280.27,126.34,5,Ongoing,Electronics,Zara,9852.97,385,3,2022-08-23,0
afcaeb48-5042-4359-af08-64c20862451d,244f0a68-e58a-43da-a01a-cd0a43eb547c,Hannah Rodriguez,Other,30,Glasgow,2024-08-28,886.84,394.05,298.78,11,Ongoing,Fashion,Currys,8049.83,798,2,2023-10-15,0
369a4074-0279-455a-ac72-1b5a6ac3c262,6e4a1056-e15d-4cde-8082-49383e317707,Christina Wright,Male,44,Leeds,2024-05-05,624.04,34.02,152.27,7,Paid,Sports,Amazon,7107.81,422,0,2023-10-30,0
3cf9f12a-63c6-4de5-bb92-c3b3d229d2f6,17e2c563-f010-4463-8e68-950f4cd48ed4,Philip Martinez,Other,44,Manchester,2024-07-29,359.84,339.97,248.11,9,Ongoing,Sports,Currys,8324.68,830,0,2022-11-24,0
3782ffa5-6ba0-4c96-a418-cc9da39eed86,15990adb-93b3-41f2-a771-21192a2a596c,Gina Greene,Other,21,Glasgow,2024-11-01,181.36,60.85,169.82,4,Paid,Beauty,Tesco,1943.99,390,0,2024-01-16,0
78106049-4281-439b-9370-c52bc9a6fcfc,34d0e67f-94f9-47e7-8210-0a5914eca52c,Shane Holmes,Male,48,Leeds,2024-08-06,645.64,125.01,271.36,7,Missed,Groceries,Amazon,5526.51,796,3,2022-05-14,0
05092b8e-1583-4aa6-967b-fcec650d34cc,24c508ca-6c75-4a1a-92cb-7c0123a22024,Matthew Jacobs,Other,51,Sheffield,2024-05-04,359.34,24.86,11.86,8,Missed,Home,Nike,1361.56,648,0,2023-02-20,0
56f5b28c-eda6-4b2f-99b5-dbb710bd246b,3a56ff5b-885e-473c-84d1-6331ed07775b,Christopher Gonzalez,Other,42,Sheffield,2025-01-15,77.77,77.56,243.27,4,Missed,Beauty,Currys,1715.35,840,1,2023-06-07,0
d18c7d66-bee6-4d82-a1ed-4f3965cc1bdd,75f8e353-d992-410d-af0a-ccb6293d4f0d,Austin Anderson,Male,48,Glasgow,2024-08-24,188.43,485.84,254.61,9,Ongoing,Electronics,Argos,2943.3,752,0,2023-12-02,0
b5eae7cf-d6ea-41ce-8e42-0c3c827f851e,acfdbb4e-6c87-4dba-a96a-5869a4850f57,Natalie Hernandez,Female,47,Sheffield,2024-05-09,1724.14,33.67,234.9,3,Missed,Electronics,Amazon,2677.77,830,1,2024-02-22,0
edf60902-37e7-4bb8-b8a3-0f55c56c9573,2e90ad86-da22-45dc-98d0-37aa0a2f6105,Bobby Mckenzie,Male,27,Glasgow,2024-05-19,90.76,26.78,144.31,8,Missed,Beauty,Currys,7978.33,710,1,2022-08-13,0
374e6ad6-da5b-4869-8e93-50f6fd04bbcb,15981b41-9fdf-4e8c-995b-1333804e00c6,Cindy Rodriguez,Female,41,Birmingham,2024-08-02,1692.45,259.9,57.43,2,Ongoing,Fashion,Asda,6613.14,537,4,2023-09-03,0
5898d7ef-9a83-43dd-a0d8-669bc2638f0b,680e6d1b-0b37-4529-8e47-cfcc1091547b,Terry Watson,Other,19,Manchester,2025-03-05,1277.72,423.21,16.45,10,Ongoing,Fashion,Currys,3392.64,742,0,2023-11-18,0
6e37f7e5-ccbc-4034-bcb1-85ae04f6b188,bd008d5d-e9cf-4184-9a44-4c3d1b03fdff,Donald Cabrera,Male,60,Birmingham,2024-05-01,61.38,81.82,65.44,10,Ongoing,Home,Currys,6278.2,538,0,2023-04-15,0
f9a1d6fe-567f-43cd-a589-206f56954974,365b2792-33d3-4ad7-aa69-2e308b4c1844,April Peters,Male,37,Liverpool,2024-11-16,868.55,363.13,101.98,7,Paid,Fashion,eBay,4361.3,572,4,2023-08-15,0
3dbc20e9-ec79-4fa4-9d60-abebf01446c3,456d985a-085b-4a83-a72f-2f9358d1c63f,Dr. Christopher Jones MD,Female,49,Manchester,2024-06-27,201.99,372.31,149.47,8,Missed,Home,Asda,5924.12,810,1,2023-03-05,0
e45cc4eb-0380-4648-bb8e-d3756108ee06,e43edc3b-8cfe-45c9-8f83-8cc53e426e32,Cassandra Thompson,Female,20,London,2024-07-22,780.09,253.15,96.34,2,Missed,Beauty,Nike,9991.87,340,2,2022-07-21,0
a0372504-d56f-49f6-900c-a2d87bc9503c,3621a7c5-a604-464d-a57a-7f6df0190625,Scott Melton,Female,32,Birmingham,2024-09-14,1744.96,466.78,98.88,9,Paid,Groceries,Asda,3097.3,780,0,2022-04-23,0
0129a534-9d25-4bd8-b93c-88f0e90500ee,d6234352-7bb0-4cd7-9a8d-aff8d7b8798a,Rachel Larson,Female,25,Leeds,2024-10-22,600.06,374.29,179.53,3,Missed,Home,Nike,5157.85,493,1,2023-01-18,0
a3c5942f-95e9-4285-bd6f-eab388b0bde7,03a69063-9a88-46f2-bffc-a842f364d6a3,Denise Norris,Male,20,Leeds,2025-03-06,1358.27,16.9,125.78,6,Missed,Sports,Asda,1625.91,477,3,2024-03-11,0
78f44ff1-0874-4e8f-a87c-8ad2dfbe8efa,a787b5c8-2762-4dd7-901c-da19bc92049f,Kathryn Rice DVM,Male,26,Glasgow,2025-03-22,1740.48,31.97,32.33,3,Paid,Home,Currys,8007.1,577,2,2024-03-24,0
f8b97d80-3b9e-44e7-a8fe-93016db0f92b,8ae87471-6ed0-4bdc-8bb8-a6703e86b210,John Boyer,Male,37,London,2024-05-14,917.64,183.73,299.41,3,Paid,Fashion,Amazon,2752.74,626,1,2023-12-18,0
f4a6bf5f-a679-4157-95bd-cde7874f9dd6,a5234a1a-a6cb-4bca-a8bd-c18aa5c8f94c,Michael Todd,Other,19,Leeds,2024-05-05,1447.56,322.07,20.11,2,Missed,Home,Argos,8834.38,371,2,2023-12-15,0
14fe1ffa-32e2-4eb0-a3c9-eacb253679b8,64f32716-5ba7-4665-8c44-9b64b564297d,Mikayla Schultz,Other,21,London,2024-10-07,1893.11,55.3,245.54,3,Ongoing,Electronics,Zara,7219.37,361,1,2024-03-12,0
6953db79-3bce-4017-83bd-e8eadd315096,3ba21ac4-f466-470d-beb9-81e63df815be,Timothy Smith,Male,27,Birmingham,2025-04-07,1980.1,159.5,274.51,9,Ongoing,Groceries,Currys,6561.62,842,0,2023-02-21,0
ad777382-c97a-431a-8a8a-ee96089ba7c4,8e32fe69-0f26-4683-8f4c-870913822c25,Mary Gonzalez,Male,23,Birmingham,2025-01-09,448.12,470.29,16.07,5,Missed,Beauty,Currys,7279.47,455,1,2023-11-06,0
253d9a38-af7b-4ccf-af3e-a4ab9ba12e57,dff3a19f-d97e-4392-9039-225e14260495,Selena Hays,Other,29,London,2024-06-20,938.77,47.41,219.74,5,Paid,Beauty,Tesco,6827.33,500,1,2023-04-13,0
771bb47d-6e0b-4bc9-8de9-0d826466714c,e5e8ddd4-5972-424d-86a9-ad3343140d30,Donald Johnson,Male,20,Liverpool,2025-01-26,812.37,305.33,59.25,1,Paid,Sports,Asda,1745.58,616,0,2022-05-09,0
203c3f90-9864-4487-a507-a99e947e031b,87e8b53a-25f3-4e18-9b30-514c377a6391,Kimberly Caldwell,Other,60,London,2025-02-19,145.86,394.47,246.92,4,Ongoing,Electronics,Amazon,9590.78,619,0,2023-05-19,0
584a98ed-139d-41fc-8066-33568bab3972,1d042116-2957-4fe8-b71b-c8ccc8f2282a,Pamela Le,Male,20,Glasgow,2024-09-27,403.14,428.06,230.07,7,Missed,Home,Tesco,1577.8,456,2,2023-01-26,0
